Name;Vessel Sanction Indicators;IMO;Flag;LLI Vessel Type;Vessel Type and Size;Built;Status;Beneficial Owner;Beneficial Owner Country/Region;Beneficial Owner Sanction Indicators;Beneficial Owner - Shareholders & UBO Sanctions;Commercial Operator;Commercial Operator Country/Region;Commercial Operator Sanction Indicators;Commercial Operator - Shareholders & UBO Sanctions;Registered Owner;Registered Owner Country/Region;Registered Owner Sanction Indicators;Registered Owner - Shareholders & UBO Sanctions;Technical Manager;Technical Manager Country/Region;Technical Manager Sanction Indicators;Technical Manager - Shareholders & UBO Sanctions;ISM Manager;ISM Manager Country/Region;ISM Manager Sanction Indicators;ISM Manager - Shareholders & UBO Sanctions;Third Party Operator;Third Party Operator Country/Region;Third Party Operator Sanction Indicators;Third Party Operator - Shareholders & UBO Sanctions;Length Overall (m);Depth (m);Maximum Draught (m);Freeboard (m);
STELLA MARIS;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
VITAMIEN;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
Sns17- 02mona Rigolet;;-;France;Vessel Type (unspecified);Miscellaneous;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;17.00;-;-;1.17;
PIPPA ROSE;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
LE JEANS DREAM;;-;France;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
S/Y LE LOUP ROUGE;;-;France;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;11.00;-;-;-;
VIVACIOUS;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;13.00;-;-;-;
THEGER;;-;Belgium;Tanker (unspecified);Unknown size;-;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;110.00;-;-;-;
UNAVAILABLE;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
SWEET LITTLE LIES;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;11.00;-;-;-;
S/Y MISS SWISS;;-;Denmark;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;15.00;-;-;-;
PHILWARE;;-;Germany;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;17.00;-;-;-;
LIBERTAS;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
YAMAS;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
BELHAMEL;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
VENA;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;15.00;-;-;-;
BUNDEENA;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;15.00;-;-;-;
HAPPIER;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;16.00;-;-;-;
PIETER NELLA;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
SEVENDAYS;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;2.00;-;-;-;
THE ANSWER;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;11.00;-;-;-;
TANGO WAVEHUNTERS;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
MRD-DEFENDER;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
STROME;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
LADY H;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
MR SEA;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;15.00;-;-;-;
COUP DE FOUDRE;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
Min Jiang Kou;;9991771;Marshall Islands;vehicle carrier;50'+ gt;2024;Live;Bank of Communications Company Limited;People's Republic of China;Company fleet includes sanctioned vessels;;Bocom Leasing Management Hong Kong Company Limited;Hong Kong, S.A.R., China;Company fleet includes sanctioned vessels;;Xiang H91 International Ship Lease Company Limited;Hong Kong, S.A.R., China;;;Wallem Shipmanagement Limited (WSM);Hong Kong, S.A.R., China;;;Wallem Shipmanagement Limited (WSM);Hong Kong, S.A.R., China;;;COSCO Shipping Lines Company Limited;People's Republic of China;;;199.90;40.00;10.00;30.00;
Furioso;;1051460;Germany;Vessel Type (unspecified);Miscellaneous;2024;Live;Opus Marine GmbH;Germany;;;Opus Marine GmbH;Germany;;;Opus Marine GmbH;Germany;;;Opus Marine GmbH;Germany;;;-;-;;;-;-;;;27.20;-;1.80;-;
Njord Erikson;;1036367;Gibraltar;support;Offshore;2024;Live;Idinvest Debt II Sarl;Luxembourg;;;ESMI Malta Holding Limited;Malta;;;ESMI SPV 6 Limited;Malta;;;ESMI Malta Holding Limited;Malta;;;-;-;;;-;-;;;31.80;-;1.70;-;
Keriolet II;;8543151;France;Vessel Type (unspecified);Miscellaneous;-;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;-;-;-;-;
Emerald Duchess;;9981738;U.K.;Vessel Type (unspecified);Miscellaneous;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;71.45;-;6.80;-;
TEMPEST;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
INSPIRATION;;-;Netherlands;Tanker (unspecified);Unknown size;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;131.00;-;-;-;
ZEEAREND;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
REBEL;;-;Belgium;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
ZANZIBAR III;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
KELLECK DAOU;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
KINA BALU;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
HARBOUR MASTER;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
WIND GYPSY;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
YOLO;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
UVENDELI;;-;Norway;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
MERCATURA;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
EXCALIBUR;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
OFFBEAT;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
HERISSON;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
ANNE;;-;Norway;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
TWO-BE;;-;Germany;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
FREEDOM;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
BUENA VIDA;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;13.00;-;-;-;
WHATEVER;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
CUBA LIBRE;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
FLORENCE;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
PURE CALM;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;11.00;-;-;-;
ANABELLE;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
MATTY JAY;;-;U.K.;fishing (general);Fishing;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
BONITO;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
Svitzer Tiger;;1040502;U.K.;tug;Tug;2025;Live;Ocean S.r.l.;Italy;;;Ocean S.r.l.;Italy;;;Ocean S.r.l.;Italy;;;Ocean S.r.l.;Italy;;;-;-;;;Svitzer Marine Limited;United Kingdom;;;32.00;-;-;0.80;
ELIXER;;-;Switzerland;Tanker (unspecified);Unknown size;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;135.00;-;-;-;
VIGO;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
SUUS;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
RAHONA;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
INDABA RIB;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;9.00;-;-;-;
BAANHOEK;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
MERALDA;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;21.00;-;-;-;
EENDRACHT 2;;-;Belgium;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
ATLANTIS;;-;Netherlands;Tanker (unspecified);Unknown size;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;125.00;-;-;-;
Norse Yokoshima;;9970193;Panama;bulk carrier;Handymax, 35'-50'dwt;2024;Live;Nissen Kaiun Company Limited (Nissen Kaiun KK);Japan;;;Nikko Kisen K.K.;Japan;;;Nikko Kisen Company Limited (99%) & Sun Lanes Shipping S.A. (1%);Panama;;;Cleanseas Shipmanagement Incorporated;Philippines;;;Cleanseas Shipmanagement Incorporated;Philippines;;;-;-;;;180.00;15.00;10.78;4.22;
ANNABEL;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
CALYPSO;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
F/V MUREX;;-;France;fishing (general);Fishing;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
Prysmian Marco Polo;;1039462;Malta;cable ship;Other Service;2024;Live;Prysmian Group;Italy;;;Prysmian Powerlink S.r.l.;Italy;;;Prysmian Powerlink S.r.l.;Italy;;;Shanghai Oriental Ark Ship Management Company limited;People's Republic of China;;;Shanghai Oriental Ark Ship Management Company limited;People's Republic of China;;;-;-;;;166.80;9.00;5.50;3.32;
Eq;;9976537;Netherlands;chemical tanker;-5'dwt;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Maritime Fleet Support BV;Netherlands;;;-;-;;;-;-;;;86.00;-;5.00;-;
Somtrans XXIX;;9710440;Belgium;Combined chemical and oil tanker;Unknown size;2014;Live;Rederij Somtrans N.V.;Belgium;;;Rederij Somtrans N.V.;Belgium;;;Rederij Somtrans N.V.;Belgium;;;Rederij Somtrans N.V.;Belgium;;;-;-;;;-;-;;;135.00;-;5.39;-;
TIBET;;-;Germany;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;15.00;-;-;-;
CURLEW;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
LOUISE-MARIE;;-;Belgium;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
ORSTED EXAMINER;;-;Denmark;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;11.00;-;-;-;
PORT CONSTRUCTOR;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
MSC MARJA;;-;Netherlands;Tanker (unspecified);Unknown size;2023;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;250.00;-;-;-;
BRUCA;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
Saronic Wind;;1055985;Liberia;Combined chemical and oil tanker;20'+ dwt;2025;Live;Laskaridis Family;Greece;;;Laskaridis Shipping Company Limited;Greece;;;Fornax Shipping Limited;Liberia;;;Laskaridis Shipping Company Limited;Greece;;;-;-;;;-;-;;;182.72;19.10;13.19;5.91;
Atlant;;7730769;St. Kitts-Nevis;tug;Tug;1976;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;35.00;5.10;3.80;1.30;
PENINI;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;13.00;-;-;-;
ROLLING STONE;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
POROS;;-;Belgium;Tanker (unspecified);Unknown size;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;135.00;-;-;-;
NR Rival;;1076264;U.K.;support;Offshore;2025;Live;Diverse Marine Holdings Limited;United Kingdom;;;Diverse Marine Holdings Limited;United Kingdom;;;Diverse Marine Sales and Lease Limited;United Kingdom;;;Nord Marine Services Limited;Canada;;;-;-;;;Iceni Marine Services;United Kingdom;;;24.00;-;2.17;-;
HMCG HAWK;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
ETIKA;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
LETABA;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
CITE D'ALETH;;-;France;tug;Tug;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;22.00;-;-;-;
KROKDUR;;-;France;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
OSPREY111;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
JARLE;;-;Norway;general cargo;Unknown size;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
SNS6-021;;-;France;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
MARSUR USV;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;5.00;-;-;-;
F/V YANN MORGANE;;-;France;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
LADY SOPHIE;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
EPSILON;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
Elemento;;-;Netherlands;Tanker (unspecified);Unknown size;-;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;135.00;-;-;-;
PIETERNELLA;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
SELA;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;9.00;-;-;-;
FOYBOAT 4;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;5.00;-;-;-;
WIERDE;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
PREDATOR;;-;U.K.;fishing (general);Fishing;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
VRIJHEID;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
Millora;;-;Netherlands;Tanker (unspecified);Unknown size;-;Live;-;-;;;-;-;;;-;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
Trivor;;-;Netherlands;Tanker (unspecified);Unknown size;-;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;135.00;-;-;-;
POLEPOLE;;-;Belgium;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
AMARU;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;10.00;-;-;-;
AMY BLUE;;-;U.K.;fishing (general);Fishing;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
BOEIE;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
FLEET;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
LADY HESTIA;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
CADENZA;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
SAINT TROPEZ;;-;Belgium;Tanker (unspecified);Unknown size;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;135.00;-;-;-;
Tor Boreas;;9986489;U.K.;supply;Offshore;2025;Live;Tor Denizcilik AS (Tor Group International Limited);Turkiye;;;Tor Denizcilik AS (Tor Group International Limited);Turkiye;;;Tor Boreas Limited;United Kingdom;;;Tor Boreas Limited;United Kingdom;;;-;-;;;-;-;;;26.95;-;2.80;-;
ACTA Pegasus;;9976757;Netherlands;repair ship;Other Service;2025;Live;Acta Jifmar BV;Netherlands;;;Acta Marine France SAS;France;;;SNC Acta Shipping France 4 Bail;France;;;Acta Marine France SAS;France;;;Acta Marine France SAS;France;;;-;-;;;89.60;-;5.00;-;
ZAMBEZI;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;11.00;-;-;-;
SWORD DANCE;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
MILLIE;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
AEOLUS;;-;Belgium;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
VANO I;;-;Belgium;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
AMITIE 111;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
ANNA;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;15.00;-;-;-;
PAULUS;;-;Netherlands;general cargo;Unknown size;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;41.00;-;-;-;
UMLANI K;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;12.00;-;-;-;
BAHARI;;-;U.K.;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;11.00;-;-;-;
Farra Siskin;;1018810;U.K.;supply;Offshore;2025;Live;Unknown Owners;-;;;Unknown Owners;-;;;Global Shiplease 53 B.V.;Netherlands;;;Unknown Owners;-;;;-;-;;;-;-;;;25.93;4.30;1.80;2.50;
GIULIANA;;-;U.K.;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
Anthea Luna;;1069584;U.K.;supply;Offshore;2024;Live;Tidal Transit Holdings Limited;United Kingdom;;;Tidal Transit Holdings Limited;United Kingdom;;;Tidal Transit Limited;United Kingdom;;;Tidal Transit Limited;United Kingdom;;;Tidal Transit Limited;United Kingdom;;;-;-;;;27.00;-;1.72;1.83;
Chang Yang Dong Fang;;1064663;Panama;barge;Miscellaneous;2024;Live;Unknown Owners;-;;;Unknown Owners;-;;;Zhoushan Zhengda Shipping Company Limited;People's Republic of China;;;Seacon Epoch Ships Management FZCO;United Arab Emirates;;;Seacon Epoch Ships Management FZCO;United Arab Emirates;;;-;-;;;156.00;10.00;6.80;3.17;
LAMENICHA II;;-;Netherlands;Vessel Type (unspecified);Miscellaneous;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;-;-;-;-;
CINDY;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
Continental;;-;Belgium;Tanker (unspecified);Unknown size;-;Live;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;Unknown Owners;-;;;-;-;;;-;-;;;135.00;-;-;-;
JIKKE;;-;Belgium;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;11.00;-;-;-;
DIAMANT;;-;Netherlands;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;14.00;-;-;-;
HYDRA;;-;Germany;yacht;Yacht;-;Live;-;-;;;-;-;;;AIS Unknown;-;;;-;-;;;-;-;;;-;-;;;13.00;-;-;-;
